,ProfileName,Text
6371,c2,"['honestly', 'cannot', 'difference', 'whatsoever', 'variety', 'compared', 'friskies', 'regular', 'sliced', 'beef', 'version', 'actually', 'preferred', 'regular', 'friskies', 'really', 'jazzed', 'fancy', 'feast', 'variety', 'anyway', 'youre', 'going', 'chicken', 'save', 'money', 'regular', 'friskies', 'version', 'seem', 'taste', 'better', 'save', 'money', 'never', 'ever', 'thrilled', 'variety', 'year', 'guess', 'special', 'one', 'instead']"
6372,c2,"['think', 'life', 'doe', 'better', 'variety', 'friskies', 'doe', 'friskies', 'doesnt', 'look', 'fresh', 'appetizing', 'life', 'doesnt', 'like', 'well', 'smell', 'nasty', 'look', 'quite', 'good', 'life', 'think', 'could', 'definitely', 'better', 'variety', 'maybe', 'even', 'cheese', 'leaf', 'dish', 'eats', 'life', 'version']"
6373,c2,"['version', 'ground', 'current', 'cat', 'favorite', 'version', 'really', 'like', 'taste', 'wish', 'theyd', 'make', 'ground', 'piece', 'variety', 'previous', 'really', 'liked', 'usually', 'licked', 'bowl', 'clean', 'neither', 'wanted', 'twice', 'month', 'dont', 'know', 'seems', 'little', 'richer', 'others']"
6374,c2,"['according', 'stuff', 'great', 'lick', 'hour', 'eating', 'love', 'taste', 'lick', 'bowl', 'clean', 'eats', 'usually', 'pretty', 'quickly', 'still', 'doesnt', 'want', 'time', 'month', 'fish', 'exactly', 'favorite', 'food', 'great', 'diversion', 'regular', 'fare', 'truly', 'appreciates']"
6375,c2,"['havent', 'liked', 'little', 'interesting', 'think', 'smell', 'nasty', 'think', 'taste', 'really', 'get', 'current', 'wont', 'touch', 'might', 'couple', 'bite', 'really', 'hungry', 'always', 'wind', 'throwing', 'ground', 'like', 'piece', 'dont']"
6380,c2,"['cat', 'favorite', 'lick', 'bowl', 'clean', 'whenever', 'get', 'usually', 'case', 'time', 'judging', 'often', 'sell', 'cat', 'must', 'love', 'cheese', 'hunk', 'large', 'look', 'quite', 'tasty', 'nice', 'variety', 'something', 'sure', 'every', 'love', 'previous', 'whenever', 'give', 'current', 'different', 'give', 'youll', 'glad']"
6382,c2,"['twice', 'year', 'little', 'variety', 'thats', 'enough', 'particular', 'variety', 'like', 'change', 'chicken', 'turkey', 'beef', 'often', 'enough', 'huge', 'fish', 'anyway', 'stuff', 'look', 'best', 'fish', 'variety', 'chunk', 'sized', 'small', 'mouth', 'like', 'mine', 'doe', 'easier', 'chew', 'dont', 'know', 'doesnt', 'like', 'type', 'fish', 'really', 'could', 'care', 'le']"
6385,c2,"['honestly', 'wont', 'variety', 'look', 'smell', 'sure', 'taste', 'wont', 'touch', 'wont', 'even', 'look', 'look', 'like', 'huge', 'ground', 'mess', 'leftover', 'fish', 'market', 'sure', 'cat', 'must', 'like', 'still', 'made', 'thing', 'much', 'much', 'better']"
6393,c2,"['food', 'variety', 'ground', 'thus', 'doesnt', 'care', 'much', 'variety', 'liked', 'taste', 'buying', 'throughout', 'year', 'previous', 'really', 'liked', 'purchased', 'quite', 'liver', 'smell', 'like', 'care', 'like', 'ground', 'give', 'sure']"
6394,c2,"['cat', 'third', 'favorite', 'food', 'great', 'stuff', 'gravy', 'thick', 'food', 'look', 'like', 'bit', 'steak', 'slicked', 'friend', 'lick', 'bowl', 'clean', 'every', 'time', 'want', 'send', 'discount', 'much', 'stuff', 'case', 'give', 'idea']"
6395,c2,"['another', 'favorite', 'house', 'doesnt', 'want', 'time', 'month', 'still', 'want', 'lick', 'bowl', 'clean', 'fish', 'favorite', 'really', 'like', 'salmon', 'outstanding', 'ground', 'dont', 'make', 'sliced', 'bit', 'version', 'favorite', 'either', 'doe', 'pretty', 'quickly', 'definite', 'winner']"
6396,c2,"['great', 'basic', 'food', 'whatever', 'cat', 'really', 'mine', 'exception', 'current', 'really', 'doesnt', 'like', 'ground', 'variety', 'occasionally', 'twice', 'year', 'previous', 'often', 'really', 'enjoyed', 'hard', 'judge', 'like', 'ground', 'give', 'really', 'seems', 'favorite']"
6818,anonymous,"['havent', 'seen', 'brand', 'exciting', 'know', 'brand', 'hard', 'find', 'store', 'nice', 'sold', 'amazon', 'juice', 'lightly', 'carbonated', 'tried', 'brand', 'available', 'switch', 'favorite', 'biggest', 'beef', 'brand', 'super', 'hard', 'find', 'resolved', 'dont', 'love', 'orangetangerine', 'flavor', 'gave', 'four', 'star', 'instead', 'five', 'dont', 'really', 'like', 'orange', 'flavored', 'drink', 'like', 'tangerine', 'flavor', 'straightup', 'orange', 'would', 'definintely', 'recommend', 'brand']"
6819,david,"['really', 'looking', 'forward', 'sampling', 'product', 'little', 'sweettasting', 'also', 'calorie', 'thought', 'high', 'doe', 'contain', 'gram', 'sugar', 'must', 'remember', 'fruit', 'juice', 'calorie', 'would', 'preferred', 'sparkling', 'water', 'le', 'juice', 'plus', 'side', 'artificial', 'ingredient', 'color', 'corn', 'syrup', 'sure', 'many', 'like', 'product', 'especially', 'prefer', 'sweetness', 'beverage']"
7223,john,"['cheap', 'fake', 'nothing', 'like', 'real', 'emerald', 'nut', 'store', 'complete', 'waste', 'money', 'dont', 'ripped', 'like']"
7225,rebecca of amazon the rebecca review,"['grapefruit', 'blackberry', 'flavor', 'current', 'favorite', 'house', 'tuesday', 'night', 'always', 'rotisserie', 'chicken', 'homemade', 'gravy', 'watching', 'tvbr', 'taste', 'subtle', 'fruit', 'flavor', 'mingling', 'perfectly', 'overly', 'carbonated', 'sparkling', 'water', 'want', 'order', 'casebr', 'artificial', 'flavoring', 'coloring', 'mention', 'extra', 'sugar', 'sweetener', 'grape', 'juice', 'apple', 'juice', 'concentrate', 'lemon', 'juice', 'fruit', 'concentrate', 'mingle', 'sparkling', 'water', 'create', 'delicate', 'smooth', 'slightly', 'tingly', 'delicious', 'drinkbr', 'perfect', 'drinking', 'dinner', 'taking', 'along', 'picnicbr', 'rebecca', 'review']"
7395,mike,"['ever', 'making', 'french', 'potato', 'stickskeep', 'best', 'french', 'keep', 'linemike']"
7424,chris,"['teajunkie', 'runas', 'traditional', 'guayusa', 'offer', 'simple', 'agreeable', 'taste', 'thats', 'like', 'used', 'swear', 'matcha', 'green', 'runa', 'superior', 'alternative', 'supercheap', 'energizing', 'much', 'easier', 'swallow', 'offer', 'many', 'health', 'benefitsbr', 'also', 'look', 'runas', 'great', 'thing', 'side', 'social', 'entrepreneurship', 'rainforest', 'conservation', 'highly', 'suggest', 'reading', 'itll', 'make', 'love', 'product', 'even']"
7493,anonymous,"['product', 'okay', 'color', 'different', 'advertised', 'darker', 'pink', 'allbr', 'tried', 'couple', 'different', 'way', 'relative', 'beginner', 'find', 'product', 'easy', 'usebr', 'tried', 'mixing', 'little', 'vanilla', 'extract', 'order', 'paint', 'read', 'best', 'found', 'painting', 'streaked', 'consistent', 'maybe', 'someone', 'experienced', 'able', 'effectively', 'color', 'important', 'cake', 'mixed', 'food', 'coloring', 'instead', 'vanilla', 'extract', 'pearl', 'dust', 'used', 'little', 'impact', 'color', 'great', 'dealbr', 'would', 'experimented', 'best', 'color', 'didnt', 'find', 'super', 'useful', 'unlikely', 'purchase', 'hope', 'people', 'better', 'experience', 'much', 'like', 'idea', 'product']"
7535,gary peterson,"['nearby', 'fresh', 'easy', 'market', 'english', 'company', 'variety', 'english', 'fruit', 'spread', 'enjoying', 'trying', 'latest', 'james', 'keiller', 'dundee', 'ginger', 'preserve', 'stuff', 'delicious', 'always', 'liked', 'ginger', 'spread', 'fantastic', 'nice', 'flavor', 'breakfast', 'toast', 'hardly', 'wait', 'folk', 'could', 'give', 'gift', 'sure', 'theyd', 'appreciatedbr', 'gary', 'peterson']"
7548,lisa,"['although', 'butter', 'taste', 'like', 'sunflower', 'seed', 'nothing', 'like', 'peanut', 'butter', 'still', 'taste', 'great', 'smooth', 'creamy', 'texture', 'drawback', 'noticed', 'little', 'runny', 'compared', 'peanut', 'butter']"
7629,john,"['item', 'arrived', 'le', 'week', 'packaging', 'great', 'newspaper', 'fill', 'black', 'space', 'leaf', 'plant', 'tucked', 'inside', 'clear', 'plastic', 'keep', 'getting', 'crushed', 'disposable', 'heat', 'pack', 'placed', 'inside', 'raise', 'humiditybr', 'leaf', 'green', 'healthy', 'many', 'trap', 'closed', 'adult', 'plant', 'juvenile', 'separated', 'give', 'room', 'hanging', 'three', 'inch', 'wouldnt', 'long', 'enough', 'root', 'like', 'inch', 'room', 'root', 'helped', 'fast', 'forward', 'month', 'collection', 'grown', 'original', 'venus', 'trap', 'propagating', 'secondary', 'growth', 'point', 'theyre', 'growing', 'like', 'weedsbr', 'dont', 'forget', 'like', 'distilled', 'water', 'careful', 'first', 'partial', 'shade', 'day', 'avoid', 'burning']"
7653,chris,"['opened', 'carton', 'plant', 'looked', 'like', 'someone', 'shoe', 'shook', 'didnt', 'think', 'would', 'livebr', 'recover', 'however', 'heat', 'generating', 'included', 'give', 'star', 'knocked', 'loose', 'packingbr', 'would', 'company', 'hope', 'better', 'packing']"
7726,john,"['kid', 'like', 'drink', 'drinking', 'fastif', 'formula', 'betterandbut', 'shake', 'evenly']"
7773,c f hill cfh,"['david', 'signature', 'beyond', 'gourmet', 'pomegranate', 'jelly', 'bean', 'spot', 'flavor', 'fantastic', 'tasting', 'flavor', 'david', 'klein', 'creator', 'famous', 'jelly', 'belly', 'jelly', 'bean', 'thrilled', 'offered', 'hrefhttpwwwamazoncomgpproductb007jbo41edavids', 'signature', 'beyond', 'gourmet', 'jelly', 'bean', 'flavor', 'samplera', 'review', 'since', 'family', 'love', 'jelly', 'beansbr', 'also', 'really', 'like', 'jelly', 'bean', 'made', 'natural', 'flavor', 'colorsbr', 'highly', 'recommendedbr']"
7801,laura,"['meaty', 'texture', 'vegetarian', 'product', 'look', 'like', 'fresh', 'ground', 'beef', 'water', 'would', 'recommend', 'product', 'also', 'want', 'sausage', 'variety']"
7812,chris,"['tried', 'almost', 'every', 'kind', 'fake', 'meat', 'product', 'really', 'like', 'morning', 'star', 'boca', 'ground', 'meat', 'cant', 'really', 'make', 'anythingbr', 'product', 'great', 'soak', 'minute', 'water', 'viola', 'really', 'good', 'ground', 'meat', 'make', 'something', 'problem', 'tends', 'little', 'saly', 'taste', 'carefull', 'seasoning']"
8024,mike,"['gold', 'prince', 'made', 'terrible', 'mistake', 'product', 'coldaid', 'fluaid', 'different', 'formulary', 'unfortunately', 'display', 'fluaid', 'picture', 'amazon', 'website', 'website', 'word', 'coldaid', 'separate', 'product', 'coldaid', 'regardless', 'order', 'fluaid', 'amazon', 'coldaidthe', 'picture', 'productthe', 'word', 'drop', 'menu', 'worthlessas', 'default', 'product', 'coldaid', 'want', 'fluaid', 'superior', 'product', 'dont', 'amazon', 'seller', 'website', 'mistakehttpwwwamazoncomgpproductb002p936ukrefcm_cr_rev_prod_title']"
8028,c2,"['guy', 'quite', 'high', 'nutritional', 'scale', 'marinated', 'morsel', 'variety', 'well', 'hate', 'stuck', 'cat', 'teeth', 'although', 'quite', 'comical', 'watching', 'afterwards', 'inst', 'worth', 'eating', 'half', 'tossing', 'rest', 'garbage', 'disposal', 'recommend', 'nutritional', 'value', 'please', 'love', 'chicken', 'rescue', 'love', 'many', 'variety', 'stuff', 'improved', 'quality', 'life', 'tremendously', 'recommend']"
8222,c2,"['cat', 'read', 'mine', 'gulp', 'without', 'even', 'slightest', 'tooth', 'mark', 'make', 'vomit', 'trick', 'snap', 'chew', 'ragged', 'edge', 'used', 'snapping', 'since', 'persian', 'smaller', 'mouth', 'regular', 'doe', 'arent', 'hard', 'snap', 'love', 'taste', 'although', 'sure', 'really', 'help', 'furballs', 'doe', 'anything', 'really', 'help', 'though', 'recommend', 'great', 'taste', 'snapping', 'trouble', 'vomiting', 'gulping', 'hisher', 'food']"
8350,stephanie,"['good', 'vanilla', 'coffee', 'green', 'mountain', 'prefer', 'nice', 'sweet', 'flavor']"
8489,lisa,"['best', 'around', 'must', 'amazon', 'ship', 'quickly', 'piece', 'recommend', 'coffee', 'well', 'going', 'amazon', 'order', 'coffee', 'thank', 'great', 'experience']"
8566,karen,"['coffee', 'awesome', 'kinda', 'bold', 'sweetness', 'excellent', 'say', 'international', 'carmel', 'macchiado', 'creamer', 'find', 'dairy', 'section']"
8577,lisa,"['favorite', 'flavored', 'coffee', 'usually', 'coconut', 'coffee', 'deliciously', 'coconuttychocolaty', 'love']"
8762,rebecca of amazon the rebecca review,"['looking', 'sweetener', 'delicious', 'stevia', 'used', 'sweeten', 'cold', 'almost', 'goodbye', 'regular', 'sugar', 'drink', 'taste', 'stevia', 'powderbr', 'unlike', 'artificial', 'sweetener', 'stevia', 'never', 'bitter', 'wont', 'leave', 'nasty', 'aftertaste', 'mouth', 'packet', 'easy', 'carry', 'even', 'notice', 'le', 'craving', 'sugary', 'foodsbr', 'using', 'calorie', 'calorie', 'sweetener', 'gram', 'carbs', 'ahead', 'game', 'every', 'single', 'time', 'packet', 'stevia', 'using', 'le', 'sugar', 'wont', 'even', 'miss', 'itbr', 'rebecca', 'review']"
8766,rebecca of amazon the rebecca review,"['take', 'warm', 'scent', 'italian', 'bergamot', 'blend', 'natural', 'raspberry', 'flavor', 'swirl', 'south', 'indian', 'black', 'creating', 'raspberry', 'dream', 'made', 'powdered', 'milk', 'honey', 'packet', 'stevia', 'becomes', 'creamybr', 'vanilla', 'whipped', 'cream', 'vanilla', 'raspberry', 'bergamot', 'perfect', 'party', 'sipping', 'morning', 'enjoying', 'raspberry', 'muffinbr', 'people', 'pick', 'leaf', 'paid', 'fair', 'wage', 'positive', 'energy', 'really', 'doe', 'come', 'flavor', 'leaf', 'also', 'organicbr', 'think', 'delicious', 'ever', 'tasted', 'flavor', 'want', 'flavor', 'also', 'love', 'fireside', 'chaibr', 'rebecca', 'review']"
8769,steve,"['awesome', 'powder', 'bought', 'medium', 'replacement', 'work', 'farm', 'havent', 'tried', 'food', 'supplement', 'mixed', 'little', 'food', 'pedialite', 'sugar', 'worked', 'perfectly', 'gelbr', 'make', 'firm', 'clear', 'hold', 'room', 'temperature']"
8791,rebecca of amazon the rebecca review,"['douglas', 'famous', 'seattle', 'chef', 'created', 'spicy', 'steak', 'especially', 'delicious', 'seasoning', 'best', 'filet', 'mignon', 'find', 'cook', 'steak', 'little', 'thing', 'seasoning', 'made', 'brown', 'sugar', 'mean', 'steak', 'going', 'burn', 'unless', 'keep', 'heat', 'medium', 'lower', 'steak', 'tend', 'cook', 'steak', 'little', 'side', 'smaller', 'piece', 'continue', 'frying', 'guarantee', 'wont', 'burn', 'honest', 'cant', 'really', 'taste', 'rosemary', 'pepper', 'much', 'prominent', 'husband', 'love', 'steak', 'little', 'tiger', 'sauce', 'think', 'make', 'perfect', 'also', 'tried', 'salmon', 'chicken', 'found', 'deliciousbr', 'rebecca', 'review']"
8871,jessica,"['love', 'coffee', 'alone', 'mixed', 'caffeinated', 'coffee', 'preference', 'dark', 'strong', 'coffee']"
8895,david,"['hopeful', 'left', 'unsatisfied', 'color', 'bean', 'ground', 'say', 'light', 'brown', 'typical', 'dark', 'brown', 'black', 'real', 'espresso', 'even', 'decaf', 'taste', 'weak', 'rich', 'solid', 'certainly', 'worth', 'extra', 'recommend', 'cafe', 'bustelo', 'instead']"
9059,stephanie,"['good', 'vanilla', 'coffee', 'green', 'mountain', 'prefer', 'nice', 'sweet', 'flavor']"
9198,lisa,"['best', 'around', 'must', 'amazon', 'ship', 'quickly', 'piece', 'recommend', 'coffee', 'well', 'going', 'amazon', 'order', 'coffee', 'thank', 'great', 'experience']"
9275,karen,"['coffee', 'awesome', 'kinda', 'bold', 'sweetness', 'excellent', 'say', 'international', 'carmel', 'macchiado', 'creamer', 'find', 'dairy', 'section']"
9286,lisa,"['favorite', 'flavored', 'coffee', 'usually', 'coconut', 'coffee', 'deliciously', 'coconuttychocolaty', 'love']"
9468,linda,"['easy', 'order', 'favorite', 'coffee', 'amazon', 'love', 'taste', 'coffee', 'ease', 'brewing']"
9656,sarah,"['boyfriend', 'refused', 'first', 'tried', 'explain', 'fruit', 'pill', 'form', 'convinced', 'type', 'trick', 'trying', 'pull', 'anyways', 'went', 'store', 'picked', 'lemon', 'lime', 'tomato', 'kiwi', 'oatmeal', 'stout', 'beer', 'absolutely', 'hate', 'stout', 'beer', 'sour', 'candy', 'hots', 'pill', 'dissolve', 'tongue', 'started', 'trying', 'lemon', 'thing', 'recommend', 'didnt', 'food', 'first', 'something', 'compare', 'front', 'boyfriend', 'whole', 'lemon', 'without', 'even', 'flinching', 'told', 'could', 'barely', 'lick', 'without', 'making', 'face', 'tried', 'stout', 'beer', 'tasted', 'like', 'cold', 'coffee', 'hint', 'kahluah', 'eventually', 'take', 'pill', 'sooo', 'much', 'tasting', 'food', 'amazing', 'much', 'worked', 'already', 'recommended', 'friend', 'recommend', 'really', 'cool', 'party', 'trick', 'betting', 'someone', 'whole', 'lemon', 'without', 'making', 'face']"
9665,anonymous,"['friend', 'flavor', 'tripping', 'party', 'dissolved', 'tablet', 'tongue', 'plate', 'full', 'lemon', 'lime', 'sour', 'item', 'effect', 'immediate', 'amazing', 'laughing', 'hysterically', 'throughout', 'whole', 'ordeal', 'also', 'tried', 'shot', 'vinegar', 'mustard', 'spoonful', 'really', 'yummy', 'several', 'type', 'fruit', 'blast', 'finding', 'thing', 'think', 'next', 'going', 'group', 'play', 'around', 'reviewer', 'mentioned', 'split', 'tablet', 'half', 'lessen', 'effect', 'remember', 'youre', 'going', 'flavor', 'tripping', 'party', 'pack', 'antacid', 'really', 'needed', 'itbr', 'update', '1220', 'gave', 'mberry', 'pill', 'friend', 'holiday', 'pill', 'didnt', 'work', 'judging', 'review', 'pill', 'either', 'dont', 'work', 'everyone', 'every', 'pill', 'potency', 'contacted', 'seller', 'touch', 'manufacturer', 'sending', 'replacement', 'batch', 'give', 'people', 'experience', 'excellent', 'customer', 'service', 'around', 'still', 'wholeheartedly', 'recommend', 'giving', 'tablet', 'work', 'really', 'amazing']"
9712,chris,"['stuff', 'work', 'warned', 'effect', 'doesnt', 'last', 'long', 'people', 'still', 'amazing', 'friend', 'tried', 'eating', 'lemon', 'slice', 'amazing', 'effect', 'started', 'wear', 'slightly', 'middle']"
10101,david,"['microwave', 'pork', 'rind', 'product', 'awesome', 'buying', 'carton', 'thembr', 'good', 'deal', 'le', 'carbs', 'chip']"
10149,mary,"['used', 'product', 'walmart', 'great', 'wisdom', 'stopped', 'carrying', 'love', 'product', 'light', 'easy', 'diet']"
10179,steve,"['fond', 'memory', 'going', 'swap', 'meet', 'parent', 'getting', 'biggest', 'pork', 'rind', 'pouring', 'much', 'sauce', 'could', 'handle', 'pork', 'rind', 'considered', 'health', 'snack', 'bought', 'thinking', 'could', 'decent', 'snack', 'every', 'well', 'great', 'large', 'enough', 'microwave', 'issue', 'seasoning', 'much', 'salt', 'seasoning', 'adding', 'additional', 'sauce', 'make', 'experience', 'much', 'unenjoyablebr', 'pretty', 'hungry', 'want', 'bring', 'compact', 'snack', 'place', 'know', 'microwave', 'ordering', 'finishedbr', 'arent', 'spicy', 'salty']"
10456,mike,"['gold', 'prince', 'made', 'terrible', 'mistake', 'product', 'coldaid', 'fluaid', 'different', 'formulary', 'unfortunately', 'display', 'fluaid', 'picture', 'amazon', 'website', 'website', 'word', 'coldaid', 'separate', 'product', 'coldaid', 'regardless', 'order', 'fluaid', 'amazon', 'coldaidthe', 'picture', 'productthe', 'word', 'drop', 'menu', 'worthlessas', 'default', 'product', 'coldaid', 'want', 'fluaid', 'superior', 'product', 'dont', 'amazon', 'seller', 'website', 'mistakehttpwwwamazoncomgpproductb002p936ukrefcm_cr_rev_prod_title']"
